,County,Year,Deaths,Population,Crude Rate
10127,"Russell County, KY",2012.0,27,17497,154.3
10128,"Russell County, KY",2014.0,23,17774,129.4
10129,"Russell County, KY",2017.0,23,17775,129.4
10130,"Russell County, VA",2012.0,27,28445,94.9
10131,"Russell County, VA",2015.0,22,27891,78.9
10132,"Russell County, VA",2014.0,22,28023,78.5
10133,"Russell County, VA",2013.0,22,28264,77.8
10134,"Russell County, VA",2017.0,21,27048,77.6
10135,"Russell County, VA",2016.0,21,27370,76.7
10136,"Rutherford County, NC",2016.0,60,66421,90.3
10137,"Rutherford County, NC",2013.0,55,66956,82.1
10138,"Rutherford County, NC",2015.0,46,66390,69.3
10139,"Rutherford County, NC",2012.0,44,67323,65.4
10140,"Rutherford County, NC",2014.0,43,66600,64.6
10141,"Rutherford County, NC",2017.0,41,66551,61.6
10142,"Rutherford County, TN",2012.0,124,274454,45.2
10143,"Rutherford County, TN",2014.0,130,288906,45
10144,"Rutherford County, TN",2016.0,132,308251,42.8
10145,"Rutherford County, TN",2015.0,117,298612,39.2
10146,"Rutherford County, TN",2017.0,124,317157,39.1
10147,"Rutherford County, TN",2013.0,94,281029,33.4
10148,"Rutland County, VT",2014.0,50,60086,83.2
10149,"Rutland County, VT",2015.0,47,59736,78.7
10150,"Rutland County, VT",2017.0,45,59087,76.2
10151,"Rutland County, VT",2016.0,41,59310,69.1
10152,"Rutland County, VT",2012.0,40,60869,65.7
10153,"Rutland County, VT",2013.0,38,60622,62.7
10157,"Sabine County, TX",2014.0,20,10350,193.2
10162,"Sabine Parish, LA",2017.0,22,24018,91.6
10164,"Sacramento County, CA",2014.0,622,1482026,42
10165,"Sacramento County, CA",2012.0,599,1450121,41.3
10166,"Sacramento County, CA",2013.0,561,1462131,38.4
10167,"Sacramento County, CA",2015.0,550,1501335,36.6
10168,"Sacramento County, CA",2017.0,542,1530615,35.4
10169,"Sacramento County, CA",2016.0,527,1514460,34.8
10173,"Sagadahoc County, ME",2013.0,31,35013,88.5
10174,"Sagadahoc County, ME",2014.0,31,35045,88.5
10175,"Sagadahoc County, ME",2015.0,30,35149,85.4
10176,"Saginaw County, MI",2015.0,135,193307,69.8
10177,"Saginaw County, MI",2017.0,132,191934,68.8
10178,"Saginaw County, MI",2012.0,136,198353,68.6
10179,"Saginaw County, MI",2014.0,133,195012,68.2
10180,"Saginaw County, MI",2013.0,129,196542,65.6
10181,"Saginaw County, MI",2016.0,103,192326,53.6
10184,"Salem city, VA",2017.0,27,25862,104.4
10185,"Salem city, VA",2015.0,21,25432,82.6
10186,"Salem city, VA",2012.0,20,24970,80.1
10187,"Salem city, VA",2014.0,20,25483,78.5
10188,"Salem County, NJ",2017.0,64,62792,101.9
10189,"Salem County, NJ",2014.0,51,64715,78.8
10190,"Salem County, NJ",2016.0,48,63436,75.7
10191,"Salem County, NJ",2015.0,40,64180,62.3
10192,"Salem County, NJ",2013.0,38,65166,58.3
10193,"Salem County, NJ",2012.0,35,65774,53.2
10194,"Saline County, AR",2015.0,86,117460,73.2
10195,"Saline County, AR",2014.0,81,115719,70
10196,"Saline County, AR",2012.0,75,111845,67.1
10197,"Saline County, AR",2013.0,76,114404,66.4
10198,"Saline County, AR",2016.0,72,118703,60.7
10199,"Saline County, AR",2017.0,71,119323,59.5
10201,"Saline County, IL",2017.0,30,24102,124.5
10202,"Saline County, IL",2014.0,28,24612,113.8
10203,"Saline County, IL",2013.0,26,24939,104.3
10204,"Saline County, IL",2012.0,23,24946,92.2
10205,"Saline County, IL",2015.0,20,24548,81.5
10206,"Saline County, KS",2013.0,42,55740,75.3
10207,"Saline County, KS",2017.0,40,54734,73.1
10208,"Saline County, KS",2015.0,38,55691,68.2
10209,"Saline County, KS",2012.0,36,55988,64.3
10210,"Saline County, KS",2014.0,35,55755,62.8
10211,"Saline County, KS",2016.0,29,55142,52.6
10220,"Salt Lake County, UT",2014.0,194,1091742,17.8
10221,"Salt Lake County, UT",2016.0,194,1121354,17.3
10222,"Salt Lake County, UT",2015.0,189,1107314,17.1
10223,"Salt Lake County, UT",2013.0,184,1079721,17
10224,"Salt Lake County, UT",2012.0,175,1063842,16.4
10225,"Salt Lake County, UT",2017.0,167,1135649,14.7
10232,"Sampson County, NC",2016.0,52,63124,82.4
10233,"Sampson County, NC",2017.0,49,63430,77.3
10234,"Sampson County, NC",2012.0,45,63949,70.4
10235,"Sampson County, NC",2014.0,41,64050,64
10236,"Sampson County, NC",2013.0,41,64150,63.9
10237,"Sampson County, NC",2015.0,39,63724,61.2
10244,"San Benito County, CA",2012.0,20,56884,35.2
10245,"San Benito County, CA",2017.0,20,60310,33.2
10246,"San Bernardino County, CA",2013.0,624,2088371,29.9
10247,"San Bernardino County, CA",2014.0,629,2112619,29.8
10248,"San Bernardino County, CA",2012.0,619,2081313,29.7
10249,"San Bernardino County, CA",2015.0,616,2128133,28.9
10250,"San Bernardino County, CA",2017.0,588,2157404,27.3
10251,"San Bernardino County, CA",2016.0,558,2140096,26.1
10252,"San Diego County, CA",2013.0,1108,3211252,34.5
10253,"San Diego County, CA",2012.0,1087,3177063,34.2
10254,"San Diego County, CA",2014.0,1005,3263431,30.8
10255,"San Diego County, CA",2015.0,1002,3299521,30.4
10256,"San Diego County, CA",2016.0,987,3317749,29.7
10257,"San Diego County, CA",2017.0,961,3337685,28.8
10258,"San Francisco County, CA",2013.0,319,837442,38.1
10259,"San Francisco County, CA",2012.0,296,825863,35.8
10260,"San Francisco County, CA",2015.0,307,864816,35.5
10261,"San Francisco County, CA",2014.0,301,852469,35.3
10262,"San Francisco County, CA",2016.0,272,870887,31.2
10263,"San Francisco County, CA",2017.0,270,884363,30.5
10266,"San Jacinto County, TX",2012.0,38,27126,140.1
10267,"San Jacinto County, TX",2016.0,29,27707,104.7
10268,"San Jacinto County, TX",2013.0,26,26856,96.8
10269,"San Jacinto County, TX",2015.0,23,27413,83.9
10270,"San Joaquin County, CA",2012.0,269,702612,38.3
10271,"San Joaquin County, CA",2013.0,266,704379,37.8
10272,"San Joaquin County, CA",2014.0,268,715597,37.5
10273,"San Joaquin County, CA",2015.0,260,726106,35.8
10274,"San Joaquin County, CA",2016.0,224,733709,30.5
10275,"San Joaquin County, CA",2017.0,217,745424,29.1
10276,"San Juan County, NM",2016.0,38,115079,33
10277,"San Juan County, NM",2014.0,40,123785,32.3
10278,"San Juan County, NM",2015.0,33,118737,27.8
10279,"San Juan County, NM",2012.0,35,128529,27.2
10280,"San Juan County, NM",2013.0,33,126503,26.1
10281,"San Juan County, NM",2017.0,33,126926,26
10284,"San Luis Obispo County, CA",2013.0,127,276443,45.9
10285,"San Luis Obispo County, CA",2014.0,119,279083,42.6
10286,"San Luis Obispo County, CA",2016.0,117,282887,41.4
10287,"San Luis Obispo County, CA",2012.0,111,274804,40.4
10288,"San Luis Obispo County, CA",2015.0,111,281401,39.4
10289,"San Luis Obispo County, CA",2017.0,110,283405,38.8
10290,"San Mateo County, CA",2012.0,245,739311,33.1
10291,"San Mateo County, CA",2015.0,237,765135,31
10292,"San Mateo County, CA",2014.0,228,758581,30.1
10293,"San Mateo County, CA",2016.0,228,764797,29.8
10294,"San Mateo County, CA",2013.0,219,747373,29.3
10295,"San Mateo County, CA",2017.0,184,771410,23.9
10301,"San Patricio County, TX",2015.0,39,67357,57.9
10302,"San Patricio County, TX",2013.0,37,66137,55.9
10303,"San Patricio County, TX",2012.0,33,65600,50.3
10304,"San Patricio County, TX",2014.0,32,66915,47.8
10305,"San Patricio County, TX",2017.0,29,67215,43.1
10306,"San Patricio County, TX",2016.0,25,67655,37
10310,"Sandoval County, NM",2013.0,47,136575,34.4
10311,"Sandoval County, NM",2015.0,44,139394,31.6
10312,"Sandoval County, NM",2012.0,42,135588,31
10313,"Sandoval County, NM",2014.0,42,137608,30.5
10314,"Sandoval County, NM",2016.0,39,142025,27.5
10315,"Sandoval County, NM",2017.0,37,142507,26
10316,"Sandusky County, OH",2012.0,49,60510,81
10317,"Sandusky County, OH",2013.0,48,60098,79.9
10318,"Sandusky County, OH",2017.0,41,59195,69.3
10319,"Sandusky County, OH",2016.0,39,59330,65.7
10320,"Sandusky County, OH",2015.0,39,59679,65.3
10321,"Sandusky County, OH",2014.0,33,60179,54.8
10322,"Sangamon County, IL",2014.0,142,198997,71.4
10323,"Sangamon County, IL",2012.0,129,199271,64.7
10324,"Sangamon County, IL",2015.0,127,198712,63.9
10325,"Sangamon County, IL",2013.0,123,199145,61.8
10326,"Sangamon County, IL",2017.0,118,196452,60.1
10327,"Sangamon County, IL",2016.0,108,197499,54.7
10328,"Sanilac County, MI",2015.0,33,41475,79.6
10329,"Sanilac County, MI",2012.0,32,42268,75.7
10330,"Sanilac County, MI",2017.0,30,41269,72.7
10331,"Sanilac County, MI",2016.0,30,41409,72.4
10332,"Sanilac County, MI",2014.0,26,41587,62.5
10333,"Sanilac County, MI",2013.0,25,41823,59.8
10335,"Santa Barbara County, CA",2015.0,146,444769,32.8
10336,"Santa Barbara County, CA",2014.0,125,440668,28.4
10337,"Santa Barbara County, CA",2012.0,122,431249,28.3
10338,"Santa Barbara County, CA",2016.0,120,446170,26.9
10339,"Santa Barbara County, CA",2017.0,119,448150,26.6
10340,"Santa Barbara County, CA",2013.0,115,435697,26.4
10341,"Santa Clara County, CA",2014.0,531,1894605,28
10342,"Santa Clara County, CA",2015.0,530,1918044,27.6
10343,"Santa Clara County, CA",2012.0,471,1837504,25.6
10344,"Santa Clara County, CA",2013.0,467,1862041,25.1
10345,"Santa Clara County, CA",2016.0,464,1919402,24.2
10346,"Santa Clara County, CA",2017.0,450,1938153,23.2
10351,"Santa Cruz County, CA",2015.0,87,274146,31.7
10352,"Santa Cruz County, CA",2012.0,82,266776,30.7
10353,"Santa Cruz County, CA",2017.0,79,275897,28.6
10354,"Santa Cruz County, CA",2013.0,69,269419,25.6
10355,"Santa Cruz County, CA",2014.0,67,271804,24.7
10356,"Santa Cruz County, CA",2016.0,67,274673,24.4
10357,"Santa Fe County, NM",2012.0,46,146375,31.4
10358,"Santa Fe County, NM",2017.0,46,148750,30.9
10359,"Santa Fe County, NM",2013.0,42,147423,28.5
10360,"Santa Fe County, NM",2016.0,42,148651,28.3
10361,"Santa Fe County, NM",2015.0,41,148686,27.6
10362,"Santa Fe County, NM",2014.0,36,148164,24.3
10363,"Santa Rosa County, FL",2013.0,102,161096,63.3
10364,"Santa Rosa County, FL",2012.0,97,158512,61.2
10365,"Santa Rosa County, FL",2015.0,94,167040,56.3
10366,"Santa Rosa County, FL",2017.0,96,174272,55.1
10367,"Santa Rosa County, FL",2014.0,81,163422,49.6
10368,"Santa Rosa County, FL",2016.0,81,170497,47.5
10369,"Sarasota County, FL",2012.0,370,386147,95.8
10370,"Sarasota County, FL",2013.0,374,390429,95.8
10371,"Sarasota County, FL",2015.0,377,405549,93
10372,"Sarasota County, FL",2014.0,346,396962,87.2
10373,"Sarasota County, FL",2016.0,337,412569,81.7
10374,"Sarasota County, FL",2017.0,312,419119,74.4
10375,"Saratoga County, NY",2013.0,148,223865,66.1
10376,"Saratoga County, NY",2014.0,147,224921,65.4
10377,"Saratoga County, NY",2016.0,144,227053,63.4
10378,"Saratoga County, NY",2015.0,135,226249,59.7
10379,"Saratoga County, NY",2012.0,120,222133,54
10380,"Saratoga County, NY",2017.0,111,229869,48.3
10381,"Sarpy County, NE",2014.0,77,172193,44.7
10382,"Sarpy County, NE",2013.0,75,169331,44.3
10383,"Sarpy County, NE",2015.0,62,175692,35.3
10384,"Sarpy County, NE",2016.0,63,179023,35.2
10385,"Sarpy County, NE",2012.0,57,165853,34.4
10386,"Sarpy County, NE",2017.0,61,181439,33.6
10387,"Sauk County, WI",2012.0,53,62597,84.7
10388,"Sauk County, WI",2017.0,40,63981,62.5
10389,"Sauk County, WI",2013.0,35,63162,55.4
10390,"Sauk County, WI",2015.0,30,63642,47.1
10391,"Sauk County, WI",2016.0,29,63949,45.3
10392,"Sauk County, WI",2014.0,26,63379,41
10401,"Sawyer County, WI",2016.0,20,16369,122.2
10402,"Schenectady County, NY",2013.0,94,155333,60.5
10403,"Schenectady County, NY",2016.0,89,154553,57.6
10404,"Schenectady County, NY",2012.0,86,155124,55.4
10405,"Schenectady County, NY",2014.0,85,155735,54.6
10406,"Schenectady County, NY",2015.0,82,154604,53
10407,"Schenectady County, NY",2017.0,76,155565,48.9
10412,"Schoharie County, NY",2015.0,28,31330,89.4
10413,"Schoharie County, NY",2014.0,24,31566,76
10425,"Schuylkill County, PA",2014.0,124,145797,85
10426,"Schuylkill County, PA",2012.0,121,147063,82.3
10427,"Schuylkill County, PA",2015.0,117,144590,80.9
10428,"Schuylkill County, PA",2013.0,108,146920,73.5
10429,"Schuylkill County, PA",2017.0,104,142569,72.9
10430,"Schuylkill County, PA",2016.0,99,143573,69
10431,"Scioto County, OH",2014.0,67,77258,86.7
10432,"Scioto County, OH",2016.0,66,76088,86.7
10433,"Scioto County, OH",2013.0,67,78153,85.7
10434,"Scioto County, OH",2012.0,66,78477,84.1
10435,"Scioto County, OH",2015.0,64,76825,83.3
10436,"Scioto County, OH",2017.0,52,75929,68.5
10437,"Scotland County, NC",2016.0,36,35244,102.1
10438,"Scotland County, NC",2014.0,34,35576,95.6
10439,"Scotland County, NC",2013.0,31,36025,86.1
10440,"Scotland County, NC",2015.0,28,35509,78.9
10441,"Scotland County, NC",2012.0,27,36094,74.8
10442,"Scotland County, NC",2017.0,23,35093,65.5
10446,"Scott County, IA",2013.0,108,170385,63.4
10447,"Scott County, IA",2017.0,101,172509,58.5
10448,"Scott County, IA",2016.0,94,172474,54.5
10449,"Scott County, IA",2014.0,87,171387,50.8
10450,"Scott County, IA",2012.0,84,168799,49.8
10451,"Scott County, IA",2015.0,85,172126,49.4
10454,"Scott County, IN",2013.0,26,23972,108.5
10455,"Scott County, IN",2017.0,25,23870,104.7
10456,"Scott County, IN",2014.0,23,23712,97
10457,"Scott County, IN",2016.0,23,23730,96.9
10459,"Scott County, KY",2012.0,33,49057,67.3
10460,"Scott County, KY",2014.0,29,51284,56.5
10461,"Scott County, KY",2013.0,26,49947,52.1
10462,"Scott County, KY",2015.0,21,52420,40.1
10463,"Scott County, KY",2016.0,21,53972,38.9
10464,"Scott County, MN",2015.0,50,141660,35.3
10465,"Scott County, MN",2016.0,46,143680,32
10466,"Scott County, MN",2012.0,42,135152,31.1
10467,"Scott County, MN",2014.0,41,139672,29.4
10468,"Scott County, MN",2017.0,41,145827,28.1
10469,"Scott County, MN",2013.0,37,137232,27
10470,"Scott County, MO",2013.0,49,39290,124.7
10471,"Scott County, MO",2014.0,40,38903,102.8
10472,"Scott County, MO",2017.0,35,38541,90.8
10473,"Scott County, MO",2016.0,33,38745,85.2
10474,"Scott County, MO",2012.0,33,39139,84.3
10475,"Scott County, MO",2015.0,29,39008,74.3
10478,"Scott County, MS",2017.0,26,28420,91.5
10479,"Scott County, MS",2012.0,24,28250,85
10480,"Scott County, MS",2014.0,21,28461,73.8
10481,"Scott County, MS",2016.0,20,28207,70.9
10483,"Scott County, TN",2017.0,31,21989,141
10484,"Scott County, TN",2016.0,24,21947,109.4
10485,"Scott County, TN",2012.0,24,22173,108.2
10486,"Scott County, TN",2015.0,23,21950,104.8
10487,"Scott County, TN",2014.0,23,21987,104.6
10489,"Scott County, VA",2016.0,26,21930,118.6
10490,"Scott County, VA",2015.0,25,22126,113
10491,"Scott County, VA",2013.0,25,22640,110.4
10492,"Scott County, VA",2017.0,24,21865,109.8
10493,"Scott County, VA",2012.0,24,22781,105.4
10499,"Scotts Bluff County, NE",2016.0,21,36422,57.7
10508,"Sebastian County, AR",2012.0,104,127304,81.7
10509,"Sebastian County, AR",2014.0,99,126776,78.1
10510,"Sebastian County, AR",2015.0,95,127780,74.3
10511,"Sebastian County, AR",2013.0,85,127342,66.7
10512,"Sebastian County, AR",2017.0,75,128107,58.5
10513,"Sebastian County, AR",2016.0,71,127793,55.6
10514,"Sedgwick County, KS",2014.0,268,508803,52.7
10515,"Sedgwick County, KS",2012.0,262,503889,52
10516,"Sedgwick County, KS",2013.0,233,505415,46.1
10517,"Sedgwick County, KS",2017.0,224,513687,43.6
10518,"Sedgwick County, KS",2015.0,220,511574,43
10519,"Sedgwick County, KS",2016.0,203,511995,39.6
10520,"Seminole County, FL",2016.0,210,455479,46.1
10521,"Seminole County, FL",2015.0,204,449144,45.4
10522,"Seminole County, FL",2012.0,188,430838,43.6
10523,"Seminole County, FL",2014.0,170,442516,38.4
10524,"Seminole County, FL",2013.0,167,436041,38.3
10525,"Seminole County, FL",2017.0,170,462659,36.7
10530,"Seminole County, OK",2013.0,24,25426,94.4
10531,"Seminole County, OK",2014.0,21,25421,82.6
10532,"Seminole County, OK",2012.0,21,25450,82.5
10533,"Seneca County, NY",2012.0,27,35305,76.5
10534,"Seneca County, NY",2016.0,26,34777,74.8
10535,"Seneca County, NY",2015.0,26,34833,74.6
10536,"Seneca County, NY",2013.0,23,35409,65
10537,"Seneca County, NY",2014.0,21,34884,60.2
10538,"Seneca County, NY",2017.0,20,34498,58
10539,"Seneca County, OH",2012.0,52,56018,92.8
10540,"Seneca County, OH",2013.0,37,55914,66.2
10541,"Seneca County, OH",2014.0,36,55669,64.7
10542,"Seneca County, OH",2016.0,35,55353,63.2
10543,"Seneca County, OH",2017.0,34,55243,61.5
10544,"Seneca County, OH",2015.0,30,55610,53.9
10550,"Sequoyah County, OK",2013.0,44,41218,106.7
10551,"Sequoyah County, OK",2016.0,40,41294,96.9
10552,"Sequoyah County, OK",2017.0,38,41252,92.1
10553,"Sequoyah County, OK",2014.0,38,41358,91.9
10554,"Sequoyah County, OK",2015.0,30,41153,72.9
10555,"Sequoyah County, OK",2012.0,27,41398,65.2
10559,"Sevier County, TN",2014.0,84,95110,88.3
10560,"Sevier County, TN",2015.0,82,95946,85.5
10561,"Sevier County, TN",2016.0,82,96673,84.8
10562,"Sevier County, TN",2012.0,70,92512,75.7
10563,"Sevier County, TN",2017.0,72,97638,73.7
10564,"Sevier County, TN",2013.0,65,93570,69.5
10569,"Sharp County, AR",2012.0,29,17054,170
10570,"Sharp County, AR",2016.0,22,17157,128.2
10571,"Sharp County, AR",2014.0,20,16906,118.3
10572,"Shasta County, CA",2015.0,133,179533,74.1
10573,"Shasta County, CA",2014.0,131,179804,72.9
10574,"Shasta County, CA",2013.0,126,178980,70.4
10575,"Shasta County, CA",2016.0,119,179631,66.2
10576,"Shasta County, CA",2017.0,112,179921,62.2
10577,"Shasta County, CA",2012.0,96,178586,53.8
10580,"Shawano County, WI",2014.0,28,41579,67.3
10581,"Shawano County, WI",2013.0,28,41643,67.2
10582,"Shawano County, WI",2012.0,27,41607,64.9
10583,"Shawano County, WI",2015.0,21,41304,50.8
10584,"Shawnee County, KS",2014.0,136,178406,76.2
10585,"Shawnee County, KS",2015.0,122,178725,68.3
10586,"Shawnee County, KS",2012.0,113,178991,63.1
10587,"Shawnee County, KS",2016.0,112,178146,62.9
10588,"Shawnee County, KS",2013.0,102,178831,57
10589,"Shawnee County, KS",2017.0,93,178187,52.2
10590,"Sheboygan County, WI",2013.0,65,114922,56.6
10591,"Sheboygan County, WI",2012.0,64,115009,55.6
10592,"Sheboygan County, WI",2016.0,59,115427,51.1
10593,"Sheboygan County, WI",2015.0,58,115569,50.2
10594,"Sheboygan County, WI",2014.0,56,115290,48.6
10595,"Sheboygan County, WI",2017.0,55,115344,47.7
10596,"Shelby County, AL",2016.0,94,210622,44.6
10597,"Shelby County, AL",2013.0,84,204180,41.1
10598,"Shelby County, AL",2012.0,82,200941,40.8
10599,"Shelby County, AL",2017.0,76,213605,35.6
10600,"Shelby County, AL",2015.0,70,208713,33.5
10601,"Shelby County, AL",2014.0,61,206655,29.5
10607,"Shelby County, IL",2014.0,23,22048,104.3
10608,"Shelby County, IL",2015.0,22,21775,101
10609,"Shelby County, IN",2016.0,45,44324,101.5
10610,"Shelby County, IN",2017.0,41,44395,92.4
10611,"Shelby County, IN",2015.0,35,44478,78.7
10612,"Shelby County, IN",2013.0,31,44729,69.3
10613,"Shelby County, IN",2012.0,28,44471,63
10614,"Shelby County, IN",2014.0,21,44579,47.1
10615,"Shelby County, KY",2014.0,36,44875,80.2
10616,"Shelby County, KY",2016.0,34,46408,73.3
10617,"Shelby County, KY",2013.0,31,44216,70.1
10618,"Shelby County, KY",2015.0,31,45632,67.9
10619,"Shelby County, KY",2017.0,25,47421,52.7
10620,"Shelby County, KY",2012.0,22,43614,50.4
10622,"Shelby County, OH",2016.0,35,48623,72
10623,"Shelby County, OH",2014.0,32,48951,65.4
10624,"Shelby County, OH",2015.0,31,48901,63.4
10625,"Shelby County, OH",2013.0,29,49192,59
10626,"Shelby County, OH",2012.0,28,49167,56.9
10627,"Shelby County, TN",2013.0,492,939465,52.4
10628,"Shelby County, TN",2012.0,475,940764,50.5
10629,"Shelby County, TN",2016.0,453,934603,48.5
10630,"Shelby County, TN",2015.0,443,938069,47.2
10631,"Shelby County, TN",2014.0,430,938803,45.8
10632,"Shelby County, TN",2017.0,408,936961,43.5
10636,"Shelby County, TX",2017.0,25,25513,98
10637,"Shelby County, TX",2016.0,21,25579,82.1
10638,"Shelby County, TX",2013.0,21,25792,81.4
10639,"Shenandoah County, VA",2012.0,34,42583,79.8
10640,"Shenandoah County, VA",2014.0,34,43021,79
10641,"Shenandoah County, VA",2017.0,33,43225,76.3
10642,"Shenandoah County, VA",2016.0,32,43175,74.1
10643,"Shenandoah County, VA",2013.0,26,42684,60.9
10644,"Shenandoah County, VA",2015.0,26,43190,60.2
10645,"Sherburne County, MN",2013.0,41,90158,45.5
10646,"Sherburne County, MN",2014.0,37,91126,40.6
10647,"Sherburne County, MN",2015.0,32,91705,34.9
10648,"Sherburne County, MN",2017.0,29,94570,30.7
10649,"Sherburne County, MN",2016.0,26,93528,27.8
10650,"Sherburne County, MN",2012.0,20,89455,22.4
10657,"Shiawassee County, MI",2017.0,57,68446,83.3
10658,"Shiawassee County, MI",2016.0,53,68554,77.3
10659,"Shiawassee County, MI",2015.0,50,68619,72.9
10660,"Shiawassee County, MI",2013.0,50,68900,72.6
10661,"Shiawassee County, MI",2014.0,45,68933,65.3
10662,"Shiawassee County, MI",2012.0,45,69232,65
10679,"Silver Bow County, MT",2015.0,26,34622,75.1
10680,"Silver Bow County, MT",2013.0,20,34523,57.9
10681,"Silver Bow County, MT",2014.0,20,34680,57.7
10690,"Simpson County, MS",2014.0,23,27463,83.7
10691,"Simpson County, MS",2015.0,21,27222,77.1
10692,"Simpson County, MS",2013.0,21,27500,76.4
10693,"Simpson County, MS",2012.0,20,27374,73.1
10696,"Siskiyou County, CA",2012.0,34,44154,77
10697,"Siskiyou County, CA",2017.0,33,43853,75.3
10698,"Siskiyou County, CA",2014.0,31,43628,71.1
10699,"Siskiyou County, CA",2015.0,30,43554,68.9
10700,"Siskiyou County, CA",2016.0,28,43603,64.2
10701,"Siskiyou County, CA",2013.0,27,43799,61.6
10702,"Skagit County, WA",2017.0,78,125619,62.1
10703,"Skagit County, WA",2014.0,74,120365,61.5
10704,"Skagit County, WA",2013.0,65,118837,54.7
10705,"Skagit County, WA",2015.0,65,121846,53.3
10706,"Skagit County, WA",2016.0,59,123681,47.7
10707,"Skagit County, WA",2012.0,54,118222,45.7
10722,"Smith County, TN",2012.0,22,19102,115.2
10723,"Smith County, TX",2012.0,111,214821,51.7
10724,"Smith County, TX",2017.0,104,227727,45.7
10725,"Smith County, TX",2016.0,98,225290,43.5
10726,"Smith County, TX",2013.0,86,216080,39.8
10727,"Smith County, TX",2015.0,70,222936,31.4
10728,"Smith County, TX",2014.0,64,218842,29.2
10729,"Smyth County, VA",2014.0,40,31555,126.8
10730,"Smyth County, VA",2012.0,35,31718,110.3
10731,"Smyth County, VA",2016.0,30,31062,96.6
10732,"Smyth County, VA",2015.0,30,31470,95.3
10733,"Smyth County, VA",2013.0,30,31652,94.8
10734,"Smyth County, VA",2017.0,26,30656,84.8
10735,"Snohomish County, WA",2013.0,313,745913,42
10736,"Snohomish County, WA",2015.0,318,772501,41.2
10737,"Snohomish County, WA",2012.0,295,733036,40.2
10738,"Snohomish County, WA",2017.0,308,801633,38.4
10739,"Snohomish County, WA",2014.0,275,759583,36.2
10740,"Snohomish County, WA",2016.0,271,787620,34.4
10746,"Snyder County, PA",2012.0,22,39672,55.5
10749,"Solano County, CA",2012.0,207,420757,49.2
10750,"Solano County, CA",2013.0,189,424788,44.5
10751,"Solano County, CA",2014.0,181,431131,42
10752,"Solano County, CA",2016.0,181,440207,41.1
10753,"Solano County, CA",2017.0,168,445458,37.7
10754,"Solano County, CA",2015.0,157,436092,36
10758,"Somerset County, MD",2014.0,23,25859,88.9
10759,"Somerset County, MD",2017.0,23,25918,88.7
10760,"Somerset County, MD",2012.0,21,26253,80
10761,"Somerset County, ME",2017.0,58,50626,114.6
10762,"Somerset County, ME",2016.0,50,50915,98.2
10763,"Somerset County, ME",2012.0,47,51910,90.5
10764,"Somerset County, ME",2013.0,41,51706,79.3
10765,"Somerset County, ME",2014.0,38,51163,74.3
10766,"Somerset County, ME",2015.0,38,51113,74.3
10767,"Somerset County, NJ",2012.0,132,327707,40.3
10768,"Somerset County, NJ",2013.0,121,330585,36.6
10769,"Somerset County, NJ",2014.0,118,332568,35.5
10770,"Somerset County, NJ",2016.0,112,333751,33.6
10771,"Somerset County, NJ",2015.0,109,333654,32.7
10772,"Somerset County, NJ",2017.0,103,335432,30.7
10773,"Somerset County, PA",2013.0,53,76520,69.3
10774,"Somerset County, PA",2012.0,51,76957,66.3
10775,"Somerset County, PA",2015.0,47,75522,62.2
10776,"Somerset County, PA",2016.0,41,75061,54.6
10777,"Somerset County, PA",2014.0,38,76218,49.9
10778,"Somerset County, PA",2017.0,36,74501,48.3
10779,"Sonoma County, CA",2012.0,214,491829,43.5
10780,"Sonoma County, CA",2013.0,213,495025,43
10781,"Sonoma County, CA",2016.0,215,503070,42.7
10782,"Sonoma County, CA",2014.0,204,500292,40.8
10783,"Sonoma County, CA",2017.0,204,504217,40.5
10784,"Sonoma County, CA",2015.0,195,502146,38.8
10790,"Spalding County, GA",2014.0,46,63988,71.9
10791,"Spalding County, GA",2017.0,45,65380,68.8
10792,"Spalding County, GA",2016.0,43,64806,66.4
10793,"Spalding County, GA",2012.0,40,63865,62.6
10794,"Spalding County, GA",2013.0,37,63829,58
10795,"Spalding County, GA",2015.0,31,64051,48.4
10796,"Spartanburg County, SC",2012.0,206,288745,71.3
10797,"Spartanburg County, SC",2015.0,191,297302,64.2
10798,"Spartanburg County, SC",2017.0,188,306854,61.3
10799,"Spartanburg County, SC",2014.0,179,293542,61
10800,"Spartanburg County, SC",2013.0,161,290969,55.3
10801,"Spartanburg County, SC",2016.0,163,301463,54.1
10812,"Spokane County, WA",2015.0,261,490945,53.2
10813,"Spokane County, WA",2012.0,244,475735,51.3
10814,"Spokane County, WA",2014.0,242,484318,50
10815,"Spokane County, WA",2017.0,252,506152,49.8
10816,"Spokane County, WA",2013.0,237,479398,49.4
10817,"Spokane County, WA",2016.0,234,499072,46.9
10818,"Spotsylvania County, VA",2015.0,71,130475,54.4
10819,"Spotsylvania County, VA",2016.0,60,132010,45.5
10820,"Spotsylvania County, VA",2017.0,59,133033,44.3
10821,"Spotsylvania County, VA",2013.0,55,127348,43.2
10822,"Spotsylvania County, VA",2012.0,52,125684,41.4
10823,"Spotsylvania County, VA",2014.0,46,129188,35.6
10825,"St. Bernard Parish, LA",2012.0,35,41635,84.1
10826,"St. Bernard Parish, LA",2017.0,30,46202,64.9
10827,"St. Bernard Parish, LA",2016.0,28,45688,61.3
10828,"St. Bernard Parish, LA",2013.0,24,43482,55.2
10829,"St. Bernard Parish, LA",2015.0,22,45408,48.4
